Name_Chinese,Id,Number of investment events,URL,Name_English
盈信资本,1395515,30,https://data.cyzone.cn/capital/1395515.html,Yingxin Capital
华策影视,1154902,30,https://data.cyzone.cn/capital/1154902.html,Huace Television
创客总部,1151324,30,https://data.cyzone.cn/capital/1151324.html,Maker Headquarters
湖南海捷投资有限公司,1395301,30,https://data.cyzone.cn/capital/1395301.html,"Hunan Haijie Investment Co., Ltd."
壹诺创投,1402306,30,https://data.cyzone.cn/capital/1402306.html,Yinuo Ventures
海南控股,1404031,30,https://data.cyzone.cn/capital/1404031.html,Hainan Holdings
海汇投资,1393506,30,https://data.cyzone.cn/capital/1393506.html,Haihui Investment
国药资本,1402873,30,https://data.cyzone.cn/capital/1402873.html,Sinopharm Capital
中国文化产业投资基金,1394530,30,https://data.cyzone.cn/capital/1394530.html,China Cultural Industry Investment Fund
华闻传媒,1394204,30,https://data.cyzone.cn/capital/1394204.html,Huawen Media
秉鸿资本,1393579,30,https://data.cyzone.cn/capital/1393579.html,Binghong Capital
伯乐纵横投资,1394744,30,https://data.cyzone.cn/capital/1394744.html,Bó Lè Investment
网易资本,1397231,29,https://data.cyzone.cn/capital/1397231.html,NetEase Capital
中国国新,3008223,29,https://data.cyzone.cn/capital/3008223.html,China Guoxin
融玺创投,1395763,29,https://data.cyzone.cn/capital/1395763.html,Rongxi Venture Capital
北汽产投,1399552,29,https://data.cyzone.cn/capital/1399552.html,BAIC Industrial Investment
联想控股,1159377,29,https://data.cyzone.cn/capital/1159377.html,Legend Holdings
国投创新,3536341,29,https://data.cyzone.cn/capital/3536341.html,SDIC Innovation
海达投资,1393336,29,https://data.cyzone.cn/capital/1393336.html,Haida Investment
华软资本,3275476,29,https://data.cyzone.cn/capital/3275476.html,ChinaSoft Capital
协立投资,1393646,29,https://data.cyzone.cn/capital/1393646.html,Association Investment
澎湃资本,1397958,29,https://data.cyzone.cn/capital/1397958.html,Surging Capital
上海乐奕创业投资中心(有限合伙),1394680,29,https://data.cyzone.cn/capital/1394680.html,Shanghai Leyi Venture Capital Center (Limited Partnership)
知卓资本,1395573,29,https://data.cyzone.cn/capital/1395573.html,Zhizhuo Capital
恒健投资,3012667,28,https://data.cyzone.cn/capital/3012667.html,Hengjian Investment
顺丰控股,3233582,28,https://data.cyzone.cn/capital/3233582.html,SF Holdings
汉富控股,1394978,28,https://data.cyzone.cn/capital/1394978.html,Hanford Holdings
汉能投资,1394514,28,https://data.cyzone.cn/capital/1394514.html,Hanergy Investment
真顺基金,1394540,28,https://data.cyzone.cn/capital/1394540.html,Zhenshun Fund
天亿投资,1401709,28,https://data.cyzone.cn/capital/1401709.html,Tianyi Investment
美团点评,1131713,28,https://data.cyzone.cn/capital/1131713.html,Meituan Reviews
青锐创投,1394833,28,https://data.cyzone.cn/capital/1394833.html,Qingrui Venture Capital
集结号资本,1393432,28,https://data.cyzone.cn/capital/1393432.html,Assembly capital
博将资本,1395446,28,https://data.cyzone.cn/capital/1395446.html,Bojiang Capital
顺融资本,1395144,28,https://data.cyzone.cn/capital/1395144.html,Shun Capital
星瀚资本,1393610,28,https://data.cyzone.cn/capital/1393610.html,Xinghan Capital
礼来亚洲基金,1394664,28,https://data.cyzone.cn/capital/1394664.html,Eli Lilly Asia Fund
中国交建,3235987,28,https://data.cyzone.cn/capital/3235987.html,China Communications Construction
弘毅投资,3536381,28,https://data.cyzone.cn/capital/3536381.html,Hony Capital
新希望集团,3536779,28,https://data.cyzone.cn/capital/3536779.html,New Hope Group
抱团创投,3006521,27,https://data.cyzone.cn/capital/3006521.html,Baotuan Venture Capital
邦明资本,1399134,27,https://data.cyzone.cn/capital/1399134.html,Bangming Capital
君润资本,1393642,27,https://data.cyzone.cn/capital/1393642.html,Junrun Capital
北软天使基金,1394520,27,https://data.cyzone.cn/capital/1394520.html,North Soft Angel Fund
普思资本,3017450,27,https://data.cyzone.cn/capital/3017450.html,Price Capital
暴龙投资,1394679,27,https://data.cyzone.cn/capital/1394679.html,Tyrannosaurus Investment
华谊兄弟,1147672,27,https://data.cyzone.cn/capital/1147672.html,Huayi Brothers
青山资本,3536625,27,https://data.cyzone.cn/capital/3536625.html,Castle Peak Capital
启迪控股,3222643,27,https://data.cyzone.cn/capital/3222643.html,TusHoldings
陶石资本,1393505,27,https://data.cyzone.cn/capital/1393505.html,Tao Shi Capital
联新资本,1402223,27,https://data.cyzone.cn/capital/1402223.html,Lianxin Capital
光大证券,3236662,27,https://data.cyzone.cn/capital/3236662.html,Everbright Securities
天天投,1137725,27,https://data.cyzone.cn/capital/1137725.html,Tiantiantou
凯辉基金,1409337,27,https://data.cyzone.cn/capital/1409337.html,Cathay Capital
合鲸资本,1394183,27,https://data.cyzone.cn/capital/1394183.html,Whale Capital
之初创投,1394575,27,https://data.cyzone.cn/capital/1394575.html,Startup investment
中科创客学院,3102619,27,https://data.cyzone.cn/capital/3102619.html,China Science and Technology Maker Academy
长策投资,1403262,26,https://data.cyzone.cn/capital/1403262.html,Changce Investment
荷多资本,1395394,26,https://data.cyzone.cn/capital/1395394.html,Hodor Capital
聚源资本,1406817,26,https://data.cyzone.cn/capital/1406817.html,Juyuan Capital
协同创新,3222750,26,https://data.cyzone.cn/capital/3222750.html,Collaborative Innovation
中信国安集团,3008927,26,https://data.cyzone.cn/capital/3008927.html,CITIC Guoan Group
中钰资本,1395554,26,https://data.cyzone.cn/capital/1395554.html,Zhongyu Capital
中金资本,1399389,26,https://data.cyzone.cn/capital/1399389.html,CICC Capital
博派资本,1393518,26,https://data.cyzone.cn/capital/1393518.html,Autobot Capital
国泰创投,1393583,26,https://data.cyzone.cn/capital/1393583.html,Cathay Pacific Ventures
尚势资本,1395419,26,https://data.cyzone.cn/capital/1395419.html,Shangshi Capital
全国社保基金,1397108,26,https://data.cyzone.cn/capital/1397108.html,National Social Security Fund
中融国际信托,3008725,26,https://data.cyzone.cn/capital/3008725.html,Zhongrong International Trust
京育基金,1408696,26,https://data.cyzone.cn/capital/1408696.html,Beijing Education Fund
科力投资,1400947,26,https://data.cyzone.cn/capital/1400947.html,Keli Investment
张家港金茂创投,3007382,26,https://data.cyzone.cn/capital/3007382.html,Zhangjiagang Jinmao Venture Capital
国家集成电路产业投资基金,1395365,26,https://data.cyzone.cn/capital/1395365.html,National Integrated Circuit Industry Investment Fund
正海资本,1399544,26,https://data.cyzone.cn/capital/1399544.html,Zhenghai Capital
辰德资本,1395314,26,https://data.cyzone.cn/capital/1395314.html,Chende Capital
元生创投,1394816,25,https://data.cyzone.cn/capital/1394816.html,Yuansheng Venture Capital
丹华资本,1395813,25,https://data.cyzone.cn/capital/1395813.html,Danhua Capital
盛宇投资,1393649,25,https://data.cyzone.cn/capital/1393649.html,Shengyu Investment
千骥资本,1508357,25,https://data.cyzone.cn/capital/1508357.html,Qianji Capital
清华控股有限公司,1395947,25,https://data.cyzone.cn/capital/1395947.html,Tsinghua Holdings Limited
马力创投,1403994,25,https://data.cyzone.cn/capital/1403994.html,Horsepower Ventures
上海创业接力基金,1396003,25,https://data.cyzone.cn/capital/1396003.html,Shanghai Venture Relay Fund
久银投资,3015302,25,https://data.cyzone.cn/capital/3015302.html,Jiuyin Investment
华软投资,3536408,25,https://data.cyzone.cn/capital/3536408.html,Chinasoft Investment
江苏高投,1393247,25,https://data.cyzone.cn/capital/1393247.html,Jiangsu High Investment
创享投资,1395975,25,https://data.cyzone.cn/capital/1395975.html,Chuangxiang Investment
中国石油化工,1561035,25,https://data.cyzone.cn/capital/1561035.html,Sinopec
汉理资本,1393553,25,https://data.cyzone.cn/capital/1393553.html,Hanli Capital
浅石创投,1393487,25,https://data.cyzone.cn/capital/1393487.html,Asahi Ventures
同方厚持,1403533,25,https://data.cyzone.cn/capital/1403533.html,Tongfang thick
创世伙伴资本,1395560,25,https://data.cyzone.cn/capital/1395560.html,Creation Partner Capital
汇财私人资本,1394829,25,https://data.cyzone.cn/capital/1394829.html,Forex Private Capital
紫牛基金,1394625,25,https://data.cyzone.cn/capital/1394625.html,Purple Bull Fund
恺英网络,1131284,24,https://data.cyzone.cn/capital/1131284.html,Kaiying Network
乔景资本,1394796,24,https://data.cyzone.cn/capital/1394796.html,Qiaojing Capital
东兴证券,3107961,24,https://data.cyzone.cn/capital/3107961.html,Dongxing Securities
欢聚时代,1397781,24,https://data.cyzone.cn/capital/1397781.html,Happy time
青橙资本,3005608,24,https://data.cyzone.cn/capital/3005608.html,Green Orange Capital
中节能集团,3008469,24,https://data.cyzone.cn/capital/3008469.html,China Energy Conservation Group
中关村兴业投资,1394607,24,https://data.cyzone.cn/capital/1394607.html,Zhongguancun Industrial Investment
鼎兴量子,1400620,24,https://data.cyzone.cn/capital/1400620.html,Dingxing Quantum
喔赢资本,1403393,24,https://data.cyzone.cn/capital/1403393.html,Oh Win Capital
德联资本,1395426,24,https://data.cyzone.cn/capital/1395426.html,Delian Capital
上海久奕投资管理有限公司,1394713,24,https://data.cyzone.cn/capital/1394713.html,"Shanghai Jiuyi Investment Management Co., Ltd."
StarVC,1402133,24,https://data.cyzone.cn/capital/1402133.html,StarVC
用友,1157941,24,https://data.cyzone.cn/capital/1157941.html,UF
云天使基金,1395976,24,https://data.cyzone.cn/capital/1395976.html,Cloud Angel Fund
东方明珠,1397860,24,https://data.cyzone.cn/capital/1397860.html,Pearl of the Orient
东吴证券,3107430,24,https://data.cyzone.cn/capital/3107430.html,Soochow Securities
航天投资,3012275,23,https://data.cyzone.cn/capital/3012275.html,Space investment
磐霖资本,1395460,23,https://data.cyzone.cn/capital/1395460.html,Pan Lin Capital
四川发展,3019438,23,https://data.cyzone.cn/capital/3019438.html,Sichuan Development
立思辰,1394512,23,https://data.cyzone.cn/capital/1394512.html,Li Sichen
金葵花资本,3536497,23,https://data.cyzone.cn/capital/3536497.html,Golden Sunflower Capital
大河创投,1393576,23,https://data.cyzone.cn/capital/1393576.html,Dahe Ventures
昆仲资本,1395509,23,https://data.cyzone.cn/capital/1395509.html,Kunzhong Capital
十方创投,1399508,23,https://data.cyzone.cn/capital/1399508.html,Shifang Venture Capital
银河系创投,1504009,23,https://data.cyzone.cn/capital/1504009.html,Galaxy Ventures
成都技术转移集团,3006800,23,https://data.cyzone.cn/capital/3006800.html,Chengdu Technology Transfer Group
海通创意资本,1393450,23,https://data.cyzone.cn/capital/1393450.html,Haitong Creative Capital
完美世界,1131270,23,https://data.cyzone.cn/capital/1131270.html,a perfect world
上海伯藜投资管理有限公司,1393836,23,https://data.cyzone.cn/capital/1393836.html,"Shanghai Birli Investment Management Co., Ltd."
领军创投,3016452,23,https://data.cyzone.cn/capital/3016452.html,Leading Venture Capital
中和资本,1397917,23,https://data.cyzone.cn/capital/1397917.html,Zhonghe Capital
雷雨资本,1393586,23,https://data.cyzone.cn/capital/1393586.html,Thunderstorm Capital
普洛斯,1198241,23,https://data.cyzone.cn/capital/1198241.html,Prolos
杉杉创投,1393493,23,https://data.cyzone.cn/capital/1393493.html,Shanshan Ventures
高捷资本,1394871,23,https://data.cyzone.cn/capital/1394871.html,Gaojie Capital
淡马锡,1394636,23,https://data.cyzone.cn/capital/1394636.html,Temasek
维思资本,1393856,23,https://data.cyzone.cn/capital/1393856.html,Wise Capital
安元基金,1395630,23,https://data.cyzone.cn/capital/1395630.html,Anyuan Fund
高樟资本,1395393,23,https://data.cyzone.cn/capital/1395393.html,Gao Zhang Capital
华登国际,1393557,23,https://data.cyzone.cn/capital/1393557.html,Walden International
Plug and Play Ch...,1408321,23,https://data.cyzone.cn/capital/1408321.html,Plug and Play Ch...
澳银资本,1393504,23,https://data.cyzone.cn/capital/1393504.html,Bank of Australia Capital
国金证券,1399534,23,https://data.cyzone.cn/capital/1399534.html,Guojin Securities
金茂资本,1397175,22,https://data.cyzone.cn/capital/1397175.html,Jin Mao Capital
富士康,3536295,22,https://data.cyzone.cn/capital/3536295.html,Foxconn
华兴新经济基金,1397167,22,https://data.cyzone.cn/capital/1397167.html,Huaxing New Economy Fund
前海开源,3017746,22,https://data.cyzone.cn/capital/3017746.html,Qianhai Open Source
启明星辰,3096436,22,https://data.cyzone.cn/capital/3096436.html,Venus Star
朗程资本,1400596,22,https://data.cyzone.cn/capital/1400596.html,Longcheng Capital
用友幸福投资,3024106,22,https://data.cyzone.cn/capital/3024106.html,UFIDA Investment
天奇创投,1394561,22,https://data.cyzone.cn/capital/1394561.html,Tianqi Ventures
七匹狼创投,3017480,22,https://data.cyzone.cn/capital/3017480.html,Sevenwolves Venture Capital
华兴资本,1191486,22,https://data.cyzone.cn/capital/1191486.html,China Renaissance Capital
亦庄国投,1403001,22,https://data.cyzone.cn/capital/1403001.html,Yizhuang State Investment
极豆资本,1395606,22,https://data.cyzone.cn/capital/1395606.html,Jidou Capital
IDH创展谷,1402606,22,https://data.cyzone.cn/capital/1402606.html,IDH Innovation Valley
盈富泰克,1402422,22,https://data.cyzone.cn/capital/1402422.html,Infotech
正和岛投资,1399892,22,https://data.cyzone.cn/capital/1399892.html,Zhenghe Island Investment
深投控,1400797,22,https://data.cyzone.cn/capital/1400797.html,Shenzhen Investment Control
苏大天宫创投,1401877,22,https://data.cyzone.cn/capital/1401877.html,Su Da Tiangong Venture Capital
聚募网,1147752,22,https://data.cyzone.cn/capital/1147752.html,JuFei
起源资本,1393512,22,https://data.cyzone.cn/capital/1393512.html,Origin capital
掌门科技,3536124,22,https://data.cyzone.cn/capital/3536124.html,Head Technology
光大资本,1399071,22,https://data.cyzone.cn/capital/1399071.html,Everbright Capital
鑫元基金,3021556,22,https://data.cyzone.cn/capital/3021556.html,Xinyuan Fund
远镜创投,1393857,22,https://data.cyzone.cn/capital/1393857.html,TeleMirror Ventures
追远创投,1402558,22,https://data.cyzone.cn/capital/1402558.html,Chasing Venture Capital
微光创投,1401432,22,https://data.cyzone.cn/capital/1401432.html,Microlight Ventures
易车网,1393444,22,https://data.cyzone.cn/capital/1393444.html,Bitauto
山行资本,1394880,22,https://data.cyzone.cn/capital/1394880.html,Shanxing Capital
招商银行,1395765,22,https://data.cyzone.cn/capital/1395765.html,China Merchants Bank
开来资本,3015621,21,https://data.cyzone.cn/capital/3015621.html,Open capital
天津长城基金,3019685,21,https://data.cyzone.cn/capital/3019685.html,Tianjin Great Wall Fund
众合创投,1401009,21,https://data.cyzone.cn/capital/1401009.html,Zhonghe Venture Capital
乐搏资本,1393541,21,https://data.cyzone.cn/capital/1393541.html,Lebo Capital
知初资本,1394813,21,https://data.cyzone.cn/capital/1394813.html,Zhichu Capital
中国诚通,1405394,21,https://data.cyzone.cn/capital/1405394.html,China Chengtong
乐游资本,1393490,21,https://data.cyzone.cn/capital/1393490.html,Leyou Capital
晨晖创投,1393688,21,https://data.cyzone.cn/capital/1393688.html,Chenhui Venture Capital
新东方,1131269,21,https://data.cyzone.cn/capital/1131269.html,New Oriental
中大创投,1393697,21,https://data.cyzone.cn/capital/1393697.html,Zhongda Venture Capital
六禾创投,1399466,21,https://data.cyzone.cn/capital/1399466.html,Liuhe Ventures
不惑创投,1395806,21,https://data.cyzone.cn/capital/1395806.html,Not confused about venture capital
京东,1139231,21,https://data.cyzone.cn/capital/1139231.html,Jingdong
阿里巴巴创业者基金,3005561,21,https://data.cyzone.cn/capital/3005561.html,Alibaba Entrepreneurs Fund
拙朴投资,1401537,21,https://data.cyzone.cn/capital/1401537.html,Zhuopu Investment
新龙脉资本,3317610,21,https://data.cyzone.cn/capital/3317610.html,New Dragon Capital
一创投资,1408319,21,https://data.cyzone.cn/capital/1408319.html,Yichuang Investment
DFJ德丰杰中国基金,1401365,21,https://data.cyzone.cn/capital/1401365.html,DFJ China Fund
长安私人资本,1395972,21,https://data.cyzone.cn/capital/1395972.html,Changan Private Capital
朗盛投资,1398919,21,https://data.cyzone.cn/capital/1398919.html,LANXESS Investment
前海人寿保险,1397979,21,https://data.cyzone.cn/capital/1397979.html,Qianhai Life Insurance
顺德创业工场,3335542,21,https://data.cyzone.cn/capital/3335542.html,Shunde Venture Workshop
河南投资集团,3012586,21,https://data.cyzone.cn/capital/3012586.html,Henan Investment Group
恒生电子,3012691,21,https://data.cyzone.cn/capital/3012691.html,Hang Seng Electronics
华安证券,1175663,21,https://data.cyzone.cn/capital/1175663.html,Huaan Securities
凯盈资本,1408265,21,https://data.cyzone.cn/capital/1408265.html,Kaiying Capital
南京市产业发展基金,3017109,21,https://data.cyzone.cn/capital/3017109.html,Nanjing Industrial Development Fund
零度资本,1395479,21,https://data.cyzone.cn/capital/1395479.html,Zero capital
盈峰资本,1403911,21,https://data.cyzone.cn/capital/1403911.html,Infore Capital
多牛资本,1401641,21,https://data.cyzone.cn/capital/1401641.html,Bull Capital
挚盈资本,1393431,21,https://data.cyzone.cn/capital/1393431.html,Zhiying Capital
嘉御基金,1394554,21,https://data.cyzone.cn/capital/1394554.html,Jiayu Fund
中文在线,1135283,21,https://data.cyzone.cn/capital/1135283.html,Chinese online
平安财智,1400654,21,https://data.cyzone.cn/capital/1400654.html,Ping An Caizhi
邦信资产,3006489,21,https://data.cyzone.cn/capital/3006489.html,Bangxin Assets
